english,uzbek,part_of_speech,cefr,cefr_source,source_name,source_license,source_ref
a,amper,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i108363
absorb,emmoq|yulmoq|yutmoq|so'rmoq|botirmoq|egallamoq|o'xshatmoq|qon-dirmoq|to'ydirmoq|zabt etmoq|bosib olmoq|cho'ktirmoq|to'yg'izmoq|g'arq qilmoq|sho'ng'itmoq|ijaraga olmoq|nafsiga urmoq|yutib yubormoq|o'zigajalb elmoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i24762|i24765|i24771|i29428
absorbable,namni tortuvchi,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i42
absorbed,asirga olingan|berilib ketgan|sho'ng'ib ketgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11004|i889
absorbency,yutish|namni tortib olish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62943
absorbent,shimadigan|so'ruvchan|tortadigan|shimiruvchan|yutib yuboradigan|namni tortib oladigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i29
absorber,shimuvchi|namni tortuvchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i113736
absorbing,maroqli|qiziqarli|shimuvchi|nam tortuvchi|qi-ziqtiradigan|kishini o'ziga tortadigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7325
absorption,botish|cho'kish|to'plash|o'xshatish|cho'ktirish|tashvishlanish|suv ostiga tushirish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107345|i107346|i66866|i66886
absorption factor,yutish qobiliyati,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i63330
absorptive,shimadigan|so'ruvchan|tortadigan|shimiruvchan|yutib yuboradigan|namni tortib oladigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i29
absorptivity,yutish qobiliyati,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i63330
absquatulate,qochib ketmoq|qochib qolmoq|qutulib qolmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i32116
abstain,o'zini tiymoq|o'zini tutmoq|belaraf qolmoq|sabr-qanoat qilmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i27600
abstainer,o'zini tiygan kishi|o'z nafsini tiygan kishi|tarki dunyo qilgan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88032|i88033
abstemious,o'zini tiygan|o'z nafsini tiygan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13295|i44
abstention,o'zini tiyish|o'zini tortish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62643
abstentious,o'zini tiygan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i45
abstinence,o'zini tiyish|o'zini tortish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41014|i62643
abstinent,o'zini tiygan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i45
abstinent,o'zini tiygan kishi|o'z nafsini tiygan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88032
abstract,konspekt|qisqa bayon|mavhum tushuncha,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i67636|i70454
abstract,urmoq|ko'iarmoq|o'g'irlamoq|chimchilamoq|zarba bermoq|o'g'irlab ketmoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i33118
abstract entity,mavhum tushuncha,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35547
abstract thought,fikr|mulohaza,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i67226
abstractedly,parishonxotirlik bilan,adverb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i18540
abstractedness,mavhumlik|noaniqlik|mavhum tushuncha,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66868
abstracter,referat yozadigan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88013
abstraction,mavhumlik|noaniqlik|umum-lashtirish|mavhum tushuncha,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35547|i37471|i49774|i66868|i67263|i67636
abstractive,mavhum|noaniq,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4722
abstractor,referat yozadigan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88013
abstruse,chuqur ma'noli,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4930
abstruseness,zulmat|zim-ziyo|zi-miston|tim qorong'ilik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62343
absurd,qiziq|bema'ni|kulgili|o'rinsiz|istehzoli|bo'lmag'ur|qovushmagan|kelishma-gan,adjective,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14268|i7818
absurdity,ahmoqlik|behudalik|tentaklik|bema'nilik|befarosatlilik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62694|i71184
absurdly,bema'ni,adverb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i20235
absurdness,ahmoqlik|behudalik|tentaklik|bema'nilik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i71184
abundant,serob,adjective,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62
abuse,haqorat|so'kish|haqorat qilish|qattiq so'kish|zolimona murojaat qilish,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i37611|i71799
abusive,beadab|yaramas|axloqsiz|haqoratli|haqoratomuz|nafsoniyatga legadigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6348|i8910
abut,yondashmoq|borib taqalmoq|yopishib turmoq|chegaradosh bo'lmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i29055
abutment,uvat|chegara,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i49776|i82288
abuzz,vizillaydigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10532
aby,yuvmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i34315
abye,yuvmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i34315
abysm,jar|girdob|chuqurlik|tubsiz jar|tagsiz chuqurlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i84920
abysmal,behad|chuqur|tagsiz|tubsiz|beqiyos|juda katta|chuqurlikdagi|o'lchab bo'lmaydigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i3845|i8223
abysmally,kir qilib|iflos holda|odam qo'rqadigan darajada,adverb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i18466
abyss,jar|girdob|chuqurlik|tubsiz jar|tagsiz chuqurlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i84920
abyssal,behad|chuqur|tagsiz|tubsiz|beqiyos|juda katta|chuqurlikdagi|o'lchab bo'lmaydigan|suvning chuqur joyida yashaydigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i16964|i3845
ac,aktiniy,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i113888
acacia,akatsiya,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i99099
acacia catechu,teri oshlash ekstrakti,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i99105
academe,akademiya o'quv muassasasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i80627
academia,akademiya o'quv muassasasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i80627
academic,sinchkov|o'taketgan rasmiyatchi,adjective,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11417
academic,akademik|o'quv yurtining o'qituvchisi|professori yoki ilrrtiy xodimi,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88038
academic degree,daraja|pal la|bosqich|pog'ona,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i71681
academic session,yig'ilish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i117242
academic term,yig'ilish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i117242
academician,akademik|o'quv yurtining o'qituvchisi|professori yoki ilrrtiy xodimi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88038|i88039|i88040
academy,akademiya,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i49780|i80640|i80649|i80655
acantha,shpora|umurtqa,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110057
acanthus,ayiqtovon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i104133
acarpous,mevasiz|meva bermaydigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i5945
acaudal,dumsiz|quyruqsiz,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i1777
acaudate,dumsiz|quyruqsiz,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i1777
accede,kirmoq|kechiktirmoq|qabul qilmoq|rozi bo'lmoq|keyinga qoldirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i25691|i26011|i33663
accelerate,tezlatmoq|shoshilmoq|tezlashtirmoq|tezligini oshirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i23917|i23923
accelerated,tezlashtirilgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i5343
acceleration,tezlashish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i117524|i37152|i63591
accelerative,tezlashtiruvchi,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14062
accelerator,gaz|drossel|tezlatgich|akselerator|katalizator,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i114375|i49782|i49783|i49784
accelerator pedal,gaz|drossel|tezlatgich|akselerator,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i49784
acceleratory,tezlashtiruvchi,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14062
accent,sheva|urg'u|idioma|dialekt,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i73883|i74268
accent,ta'kidlamoq|urg'u qo'ymoq|ajratib ko'rsatmoq|alohida urg'u bermoq|alohida e'tibor bermoq|tinish belgilarini qo'ymoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i26503|i26649
accenting,urg'u qo'yish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i42033
accentual,urg'uga oid bo'lgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12680|i18038
accentuate,ta'kidlamoq|urg'u qo'ymoq|ajratib ko'rsatmoq|alohida urg'u bermoq|alohida e'tibor bermoq|tinish belgilarini qo'ymoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i26503|i26649
accentuation,urg'u qo'yish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i42033|i73884
accept,tan olmoq|ega bo'Imoq|qabul qilmoq|yo'l qo'ymoq|o'z zimmasiga olmoq,verb,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i25065|i25147|i25293|i25298|i25665|i32798|i32801|i32922|i32923|i33241|i35378
acceptability,maqbul bo'lish|to'g'ri kelish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62191
acceptable,ma'qul,adjective,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12720|i5583|i6169|i84
acceptableness,maqbul bo'lish|to'g'ri kelish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62191
acceptance,ishonch|asrab olish|qabul qilish|so'zning mazmunini yaxshi lushunib olish,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107041|i110159|i35841|i36361|i61448|i69081|i74362
acceptant,qabul qilsa boiadigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10872
acceptation,asrab olish|qabul qilish|so'zning mazmunini yaxshi lushunib olish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i112745|i36361|i71155
acceptive,qabul qilsa boiadigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10872|i399
acceptor,akseptant,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i113662|i88041
access,o'tish|kirish yo'li|kiradigan joy|ruxsal berish,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i36872|i49786|i49787|i64173|i64178|i69873
access code,kirish yo'li|kiradigan joy,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i69873
accessary,birga ishtirok etgan,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88042
accessibility,foydali bo'lish|kirish mumkin bo'lgan,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i61530|i61847
accessible,kirish mumkin bo'lgan,adjective,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i2982
accession,o'tish|qo'shish|to'ldirish|kirish yo'li|ko'paytirish|kiradigan joy|ruxsal berish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i106298|i106819|i107288|i36649|i64178|i74369
accessorial,ko'makchi,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4946
accessory,yordamchi,adjective,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13047
accessory,asbob|buyum|jihoz|birga ishtirok etgan,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i49788|i88042
accidence,grain|morfologiya,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i69004
accident,urish|voqea|hodisa|tasodif|turtish,noun,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i75056|i75057
accidental,beparvo|tasodifiy|parishonxotir|diqqat-e'tiborsiz,adjective,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7299
acclaim,baqiriq|chapaklar|olqishlar|qarsaklar|mashhurlik|xursandchilik bilan qutlash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i71650
acclaim,olqishlab chapak chalmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i25939
acclamation,baqiriq|chapaklar|olqishlar|qarsaklar|mashhurlik|xursandchilik bilan qutlash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i71650
acclimate,iqlimga muvofiqlashtirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i23703
acclimation,iqlimga moslashtirish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107289
acclimatisation,iqlimga moslashtirish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107289
acclimatise,iqlimga muvofiqlashtirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i23703
acclimatization,iqlimga moslashtirish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107289
acclimatize,iqlimga muvofiqlashtirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i23703
acclivity,oshirish|ko'tarish|qiya tepa|ko'tarilish|balandroq qilish|qiya ko'tarib boradigan yo'l,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i85018
accolade,nomus,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i71678
accommodate,tan olmoq|mos kelmoq|moslashmoq|majbur etmoq|qabul qilmoq|talab qilmoq|yarashtirmoq|yo'l qo'ymoq|moslashtirmoq|murosaga keltirmoq|zimmasiga yuklamoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i23224|i24126|i26049|i27539|i34924|i35169|i35330
accommodating,qulay|xizmatini ayamaydigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6537|i99
accommodatingly,iltifot bilan|nazokat bilan,adverb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i19735
accommodation,ko'nikish|tartibga solish,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i36426|i41731|i49792|i67146|i74370|i75423
accommodative,qulay|xizmatini ayamaydigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i236|i2883|i99
accompaniment,grant|madad|hamroh|yordam|kuzatish|yo'ldosh|to'ldiruvchi|qo'llab-quvvatlash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i39755|i63846|i73606|i74971
accompanist,jo'rlik qiluvchi sozanda,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88048
accompany,kuzatib qo'ymoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i30383|i31868|i35245|i35247
accompanying,kuzatuvchi|birga yuradigan|ergashib boruvchi|ketma-ket sodir bo'ladigan|bir vaqida sodir bo'ladigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i650
accompanyist,jo'rlik qiluvchi sozanda,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88048
accomplice,sherik|birga ishtirok etgan,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88049
accomplish,bajarmoq|erishmoq|amalga oshir-moq|ro'yobga chiqarmoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i29944|i34338
accomplishable,gapga kiradigan|quloq soladigan|bajarsa bo'ladigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10008
accomplished,to'liq|mukammal,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12306
accomplished fact,bo'lgan voqea,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35655
accomplishment,olish|yutuq|san'at|yetish|g'alaba|mahorat|ustalik|bajarish|egallash|erishish|muvaffaqiyat,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35600|i66539
accord,bitim|moslik|ahdnoma|rozilik|shartnoma|yakdillik|muvofiqlik|xalqaro bitim|to'g'ri kelish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110356|i61821|i72083|i74366
accord,bo'lmoq|taqsimlamoq|moslashtirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i33012|i35155
accordance,moslik|rozilik|yakdillik|muvofiqlik|to'g'ri kelish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41099|i74366
accordance of rights,moslik|muvofiqlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41099
accordant,bir xil|rozi bo'lgan|rozilik bergan|to'g'ri keladigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i3217
accordingly,qarab|yarasha|mos ravishda|shunday qilib|tegishli ravishda,adverb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i18516|i18517
accordion,garmon|akkordeon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i49794
accost,o'tinmoq|so'ramoq|iltimos qilmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i25594
accoucheur,akusher,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i91691
account,ertak|qissa|raqam|tarix|hikoya|rivoyat|tumshLiq|hisob-raqam|buxgalterlik|hisob raqami|hisobchilik ishi,noun,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i106887|i110141|i64086|i64144|i70694|i70710|i71596|i71909|i74591|i84880
account,hisoblamoq|tasvirlamoq|xabar bermoq|hisobot bermoq,verb,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i26422|i33060
account book,kitob,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107179
