english,uzbek,cefr,source_name,source_license,part_of_speech,source_ref
a,amper,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i108363
adequate,durust|odobli|yetarli|tartibli|tarbiyali|o'tib bo'ladigan|uncha yomon emas|yurib bo'ladigan|qanoatlansa bo'la-digan|talabga javob beradigan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i11401|i12938|i264
adhere,yopishmoq|bog'liq bo'lmoq|yopishib olmoq ',C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i27727
adhesion,aloqa|yopishish|shiralilik|yopishqoqlik|yelimlab ulash,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i111548|i41741|i62916|i66258
adjective,sifat,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i69688|i69702
adjoin,tegmoq|turtmoq|yondashmoq|qo'l tegizmoq|borib taqalmoq|yopishib turmoq|chegaradosh bo'lmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i22625|i27653|i29055
adjust,moslashmoq|moslashtirmoq|to'g'ri kelmoq|tartibga keltirmoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i22462|i23208|i23216|i24039|i25203
adjustable,moslanadigan|tartibga keltiradigan,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i1910|i5619
adjustment,ko'nikish|moslashish|qayd qilish|o'zgartirish|moslashtirish|ro'yxatga olish|tartibga solish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i106418|i107302|i36457|i40634|i75423
administration,idora|berish|davlat|hukumat|korxona|muassasa|o'matish|hokimiyat|sariq mis|tashkilot|topshirish|barpo qilish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i41300|i41356|i80056
administrative,ma'muriy,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i16529
admirable,izzatli|hurmatli|muhtaram|hurmatga loyiq|hurmatga sazovor bo'lgan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10861
admiration,izzat|hurmat|ehtirom|yuqori baho|yuqori narx,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i41769|i76161
admire,shodlnnmoq|zavqlanmoq|ko'rib huzur qilmoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i30865|i32575
admission,o'tish|kirish yo'li|kiradigan joy|ruxsal berish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i106703|i41937|i64178|i74579
admit,anglamoq|tan olmoq|tushunmoq|moslashmoq|qabul qilmoq|yo'l qo'ymoq|ijozal bermoq|moslashtirmoq|o'z ichigaolmoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25747|i32923|i33974|i34230|i35019|i35330|i35379|i35401
admittedly,ko'pchilikning tan olishicha,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i19401
adopt,uylanmoq|qarz almoq|sahnalashtirmoq|o'z zimmasiga olmoq|o'g'il qilib asrab olmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i23789|i24342|i24769|i30251|i33472|i33473|i33665
adopted,asrab olingan|boqib olingan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i5666
adoption,asrab olish|qabul qilish|so'zning mazmunini yaxshi lushunib olish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i35849|i36361|i41608
adorable,aziz|yoqimli|mo'tabar,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i7988
adore,hurmal qilmoq|qattiq sevmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i30626
adorn,bezamoq|bezatmoq|yasalmoq|yasatmoq|pul sarf qilmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i30124|i33686|i35420
adornment,bezak|bezash|zeb-ziynat,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i36773|i49843
adulterate,tushirmoq|suyultirmoq,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i24147
advance,marosim|oshirish|tuzalish|uvertura|ko'tarish|yaxshilash|ko'tarilish|yaxshilanish|balandroq qilish|martabasi oshish|tantanali yurish|mukammallashtirish|oldinga harakat qilish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i107008|i36877|i37326|i74304|i75356|i75838
advance,yutmoq|ko'tarmoq|ruhlantirmoq|g'olib chiqmoq|g'alaba qozonmoq|martabasini ko'tarmoq|g'alabani qo'lga kiritmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i27153|i33735|i34468
advanced,yangi|ilg'or|hozirgi|pishgan|yetakchi|yetilgan|zamonaviy,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10109|i10296|i2335|i4496|i6610|i6628
advancement,marosim|ko'tarilish|martabasi oshish|tantanali yurish|oldinga harakat qilish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i36877
advantage,mukofot|afzallik|ortiqlik|ustunlik,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i64012|i64076
advent,kelish|yetib kelish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i35660
adventure,sarguzasht|ahmo-qona qiliq|nojo'ya harakal,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i39589
adventure,tavakkal qilnioq|xavfli ish qilmoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i34424
adversary,raqib|dushman,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i88097
adverse,shum|nobop|yomon|mash'um|mudhish|noqulay|o'ng'aysiz|qarshidagi|ro'paradagi|dushmanlarcha,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i5451|i5457
adversity,muhtojlik|baxtsizlik|omadsizlik|qiyinchilik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i113075|i75247
advert,tegmoq|turtmoq|eslatmoq|gapirmoq|aylib odmoq|tilga olmoq|qo'l tegizmoq|sha'ma qilmoq|e'tibor bermoq|tekstdan parcha kellirmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i26697|i26708|i32607
advertise,surmoq|ilarmoq|turlmoq|e'lon qilmoq|ma'lum qilmoq|martabasini ko'tarmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i26471|i26475
advice,nasihat|maslahat,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i71545
advise,taklif etmoq|xabar bermoq|taklif qilmoq|maslahat bermoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25987|i25989|i25997
advisory,maslahatli|maslahat beruvchi,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i7110
aerobics,aerobika,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i38711
aesthetic,nafis|estetikaga oid,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i13247|i17081|i364
affair,ish|buyum|imkon|modda|narsa|vazifa|predmet|xizrnat|muhabbat|imkoniyat|tayinlash|qulay fursat|lavozim majburiyatlari,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110156|i66720|i75849
affect,tegmoq|o'ramoq|qaramoq|turtmoq|yashirmoq|niqoblamoq|sir luimog|o'rab olmoq|cho'chil-moq|da'vo qilmoq|o'rab qo'ymoq|qo'l tegizmoq|mug'ambirlik qilmoq|o 'zini biror ko'yga solmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i22407|i25836|i35046
affectation,mug'ambirlik|gavdaning turishi,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i39405
affection,latofat|nazokat|muhabbat|mehribonlik,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i76403
affectionate,iliq|issiq|isigan|mehribon|sevuvchi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i8015
afford,inikoniyat bo'lmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i27583|i33436|i35395
afraid,qo'rqqan,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i3048|i3049|i7049
after,keyin|kechroq|keyinroq|kelgusida|oqibatida|sal keyin|nihoyasida|keyinchalik,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18505
afternoon,knnduzi,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i116914|i71338
afterward,keyin|kechroq|keyinroq|kelgusida|oqibatida|sal keyin|nihoyasida|keyinchalik,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18505
afterwards,keyin|kechroq|keyinroq|kelgusida|oqibatida|sal keyin|nihoyasida|keyinchalik,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18505
again,yana|qaytadan,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18372
age,yosh|keksalik,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i116791|i116852|i117346|i117408|i62859
aged,katta|qarigan|keksaygan|yoshi katta|yoshi qaylgan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i14321|i5877|i8190|i9000
ageless,mangu|abadiy|doimiy|bepoyon|cheksiz|tuganmas|tugamaydigan|eskirmnydigan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i9633
agency,iloj|yo'l|chora|idora|harakat|vakillik|hokimiyat|delegatsiya|vako-latxona,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110509|i110543|i36321|i79552|i80946
agenda,kun tartibi|ko'riladigan masala|hujjatning ustiga yozilgan yozuv,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i67903|i70528
agent,omil|agent|vositachi|harakatga keltiruvchi kuch,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i114683|i69754|i84938|i88113|i88114|i91711
aggressive,qiluvchi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i437|i6812|i7385
aggressively,zolimlarcha|shafqatsizlik bilan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18431
agile,tez|epchil|chaqqon|uddaburon,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i159|i7279
agility,chaqqonlik|epchil I ik|uddaburonlik,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i63303
ago,muqaddam,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18583
agony,azob|qiynoq|azoblanish|qiy-nalish|eng kuchli og'riq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112222|i76133
agree,rozi bo'lmoq|moslashtirmoq|rozilik bermoq|muvofiq bo'lmoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i34952|i35155
agreeable,bir xil|rozi bo'lgan|rozilik bergan|to'g'ri keladigan,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i3217
agreement,rozilik|yakdillik|tartibga keltirish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109411|i110356|i61822|i67339|i72068|i74359
agricultural,agrar,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i11248
agriculture,ayash|tejamkorlik|dehqonchilik|qishloq xo'jaligi|qishloq xo'jaligi bilan shug'ullanish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i40225|i41187|i79654
ahead,bosh|yetakchi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i13810
ahead,avval|oldin|ilgari|barvaqt|avvaldan|oldindan|ilgaridan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18544|i18545
aid,diqqat|e'tibor|g'amxo'rlik|parvarish qilish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i38871
aid,yovdam bermoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i34433
aim,orzu|istak|niyat|maqsad|nishon|mo'ljal|intilish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i39692|i68254|i68260|i82560
aim,intilmoq|hisoblamoq|tasdiqlamoq|taklif etmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25233|i25250|i25270|i27377
aimless,suzuvchi,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i11648
air,kuy|tur|zot|nasi|navo|sabo|yo'l|esish|ohang|zefir|chiziq|shabada|aviatsiya|may in shabada|yoqimli shabada,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i36981|i61874|i73587|i97657
air,yubormoq|jo'natmoq|e'lon qilmoq|shamollatmoq|ma'lum qilmoq|havosini yangilamoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24152|i26372|i26457
aircraft,samolyot,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i49876
airport,aerodrom|aeroport,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i49903
aisle,taxta zina,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i49913
alarm,vahima|dahshat|qo'rquv|qo'rqish|tashvish|qo'rqinch|xavotirlik|soatning jiringlashi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i72240|i76270
alarm,qo'rqitmoq|qattiq qo'rqitmoq|qo'rqitib yubormoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i30647
album,albom,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i49921|i71097
alcoholic,spirtga oid,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i243|i6338
alcoholic,spirlli ichimlik|ichkilikbozlikka mubtalo bo'lgan kishi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i88142
alcoholism,ichkilik-bozlik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i84894
alert,jonli|sho'x|tetik|tirik|sergak|sezgir|chaqqon|hushyor|xursand|e'liborli|g'ayratli|serg'ayrat|kuzatuvehan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i479|i4796
alert,vahima|tashvish|xavotirlik|soatning jiringlashi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110670|i72240|i74627
alienate,chetlashtirmoq|uzoqlashtirmoq|yiroqlashtirmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i30843
align,tartibga keltirmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i24039
alignment,ittifoq|bir qator qilib joylashtirish,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i40635|i63674|i75680|i80729
alike,bir xil|o'xshash|o'xshagan|bir xildagi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i7696
alike,shunday larzda,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18559
alive,faol|jonli|tirik|serharakat,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i210|i5082|i626
all right,birinchi darajali,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i11402
all-encompassing,enli|keng|serbar|bepoyon,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i2950
allegation,tasdiqlash,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i71871|i74695
allege,tasdiqlamoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i26659
allegory,masal|shama|kinoya|hikoyat|kesaliq|to'qima|qochirim|zarbulmasal,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i69933|i69963|i72657
alleviate,task in bermoq|yengillashtirmoq|vaqtincha qol-dirmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i22098|i24308
alliance,aloqa|ittifoq|uyushma|bir qator qilib joylashtirish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109385|i112778|i41073|i72084|i80729
allot,bo'lmoq|tarqatmoq|boshqarmoq|tayinlamoq|taqsimlamoq|ishlami yuritmoq,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i32888|i33012|i33203
allotment,bodish|laqsimot|tayinlash|taqsimlash|mutanosib taqsimlash,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i106508|i41085
allow,chidamoq|tan olmoq|ta'minlamoq|qabul qilmoq|toqat qilmoq|yo'l qo'ymoq|ijozal bermoq|jo'nab ketmoq|bardosh bermoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25318|i25321|i25686|i25687|i33013|i33333|i33850|i33852|i35272|i35401
